
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed
20   127.421535  164.776589    3           16         4          False
21   129.109497  164.322086    5           35         4          False
22   129.468310  161.849807  438          140         4          False
23   125.975260  162.011963  235          117         4          False
24   127.116859  163.384920    2           21         4          False
25   125.590946  164.550778    8           32         4          False
26   131.241704  163.135705  318          180         4          False
27   133.608990  163.804387    8           30         4          False
28   135.803663  160.567873  493          183         4          False
29   138.109927  160.062609    2           52         4          False
30   135.441532  162.653329    6           53         4          False
31   141.005487  164.139187  458          155         4          False
32   119.698817  169.616895    5           47         4          False
33   117.901905  165.249935  347          109         4          False
34   120.465643  167.033220  572          246         4          False
35   127.754121  165.423518    9           27         4          False
36   125.766530  169.369485    3           20         4          False
37   134.354812  167.013534    1           20         4          False
38   134.125686  169.612039  476          226         4          False
39   134.897739  167.863432  304           82         4          False
40   133.425460  168.268525    8           45         4          False
41   132.682711  168.366702    1           17         4          False
42   136.033568  166.465462    3           58         4          False
43    93.682158  174.809324    5           48         4          False
44   108.696962  172.474820    4           37         4          False
45   106.224223  170.191533    4           39         4          False
46   117.663571  173.023208  505          256         4          False
47   119.509803  172.340308  453           78         4          False
48   122.374418  173.353971    5           17         4          False
49   128.288313  172.223712  236          248         4          False
50   132.689290  170.235489  309          227         4          False
51    89.939531  176.894394    6           46         4          False
52   109.714715  179.099364  470          192         4          False
53   112.414535  178.319522    1           48         4          False
54   127.784686  175.820293    2           27         4          False
55   127.692206  177.033387  518          159         4          False
56   144.625163  175.551568    3           56         4          False
57    88.347455  182.789036    5           25         4          False
58    97.030909  184.850580  592          257         4          False
59   104.853667  181.844122  315          117         4          False
60   116.039461  183.143686  310          176         4          False
61   142.303290  182.653335  249          235         4          False
62   150.395552  180.021252    9           54         4          False
63    95.557086  186.861246    7           27         4          False
64   114.908474  186.732405  496          203         4          False
65   139.133103  186.529791  483           69         4          False
66   136.976858  186.049281  515          172         4          False
67   145.405224  187.688156    4           54         4          False
68    64.735852  200.695873    4           15         4          False
69    90.500525  203.927774    9           56         4          False
70    57.757901   67.824817  382          119         5          False
71    53.051361   70.835001  285          179         5          False
72   154.341998  109.085160    5           32         5          False
73   119.360558  110.110225    8           59         5          False
74   133.885303  112.838471    2           30         5          False
75   168.865314  110.698920    5           43         5          False
76   109.058605  119.528801  349          189         5          False
77   132.255128  117.448573  364          125         5          False
78   140.918609  124.831090    4           51         5          False
79   160.224484  120.954465    4           47         5          False
80    97.370604  128.680214    3           19         5          False
81   116.074495  125.144744  375          176         5          False
82   137.013664  125.056410    3           33         5          False
83   140.393612  126.289149    2           36         5          False
84    95.128678  131.280420  469          111         5          False
85   130.918879  132.875087  271          184         5          False
86   146.297403  133.737773    5           16         5          False
87   110.588887  136.251530    9           34         5          False
88   110.732545  139.613326    7           40         5          False
89   118.756923  136.514614    3           31         5          False
90   121.539939  139.139437    2           56         5          False
91   123.014217  138.675411    3           38         5          False
92   130.903636  138.752884  328          157         5          False
93   130.054251  139.570929  479          135         5          False
94   135.971397  136.701128    7           43         5          False
95   135.318286  136.359186    9           27         5          False
96   100.308604  141.056536    1           56         5          False
97   112.913214  141.354960  442          261         5          False
98   122.287238  142.810592    1           18         5          False
99   128.270544  140.257893  493          109         5          False
100  125.162619  144.773712    8           52         5          False
101  125.401958  144.993698    8           20         5          False
102  139.319497  141.330480  560          254         5          False
103  106.209548  147.753157  359           76         5          False
104  120.492097  146.330631  455          137         5          False
105  125.882810  146.483311  550          103         5          False
106  125.971134  149.790316  595          204         5          False
107  129.764956  145.208236    2           40         5          False
108  131.316947  148.448245    8           29         5          False
109  131.463011  146.301056    9           46         5          False
110  134.453550  149.315731    6           57         5          False
111  138.611511  148.147864    1           24         5          False
112  139.870932  149.617766  315           82         5          False
113  137.746603  148.267878  396           83         5          False
114  116.403302  150.911840  512           69         5          False
115  117.822529  154.901164    4           34         5          False
116  117.574722  154.223773  495          109         5          False
117  115.807392  150.463943  539           78         5          False
118  119.110402  152.051605    5           19         5          False
119  116.776410  154.334542  554           74         5          False
120  119.127369  152.830652    7           28         5          False
121  116.678116  151.667978  291           81         5          False
122  115.958845  151.786736  485          226         5          False
123  121.702130  152.799550  593          107         5          False
124  123.931724  154.164776    5           35         5          False
125  124.512621  153.144200    6           15         5          False
126  122.761470  150.540321  297          182         5          False
127  121.792900  153.816703  415          130         5          False
128  120.220170  154.684038    9           29         5          False
129  126.870180  152.014082  573          106         5          False
130  125.204336  152.583795  251           73         5          False
131  125.430116  153.481697    9           28         5          False
132  133.127932  150.984360  500          238         5          False
133  134.167573  152.529125    5           35         5          False
134  132.253069  154.957636    1           57         5          False
135   99.816337  158.680262  223          180         5          False
136  108.567847  159.672172    9           39         5          False
137  106.915186  156.446326    6           36         5          False
138  112.159047  155.725117  491          229         5          False
139  110.943183  159.224546  581          176         5          False
140  113.445395  155.600026    2           52         5          False
141  114.758384  158.602195  544          118         5          False
142  114.883448  159.247215  473          251         5          False
143  114.179166  157.679197    3           37         5          False
144  112.174018  157.794247    8           21         5          False
145  117.980151  158.852183    5           29         5          False
146  118.221608  157.502286    7           26         5          False
147  116.459728  159.854410    4           40         5          False
148  118.874853  157.297014    7           53         5          False
149  119.900786  155.149244    7           23         5          False
150  119.475774  159.774919    3           28         5          False
151  118.269547  155.019360  375           63         5          False
152  118.348727  159.132286  227          259         5          False
153  115.862701  156.441341  287          234         5          False
154  124.872138  159.506836  284          154         5          False
155  123.459088  158.535160  580          221         5          False
156  120.293037  159.826413  496          188         5          False
157  124.404859  159.799396  484          110         5          False
158  123.602872  158.894695    5           28         5          False
159  120.631640  156.829467  497           90         5          False
160  124.672652  159.032173    9           20         5          False
161  123.430358  156.884358    7           58         5          False
162  121.792521  156.015723    9           19         5          False
163  121.048756  157.619640  315          254         5          False
164  121.525493  156.280800  417          112         5          False
165  124.598031  159.137876  224          116         5          False
166  124.167417  157.661587  366          153         5          False
167  126.765895  155.355963    2           46         5          False
168  125.367890  158.587029    3           37         5          False
169  129.442114  156.455493    7           44         5          False
170  125.300965  155.538752    1           18         5          False
171  129.343496  157.256086  414          131         5          False
172  128.256851  157.755027    6           53         5          False
173  129.388293  158.142513    6           20         5          False
174  128.333387  157.570726    5           20         5          False
175  125.222909  159.578013    1           19         5          False
176  127.636404  155.390682  412          178         5          False
177  129.230586  159.051879    9           27         5          False
178  132.592365  157.936093    2           22         5          False
179  132.565384  155.421997  244          120         5          False
180  138.015369  159.699743    6           36         5          False
181  141.038634  158.230798  558          209         5          False
182   89.874850  161.011306  378          194         5          False
183  100.920568  162.607874    5           39         5          False
184  106.875754  162.705434    7           57         5          False
185  117.654558  162.666543    8           22         5          False
186  118.445680  162.053031  228          100         5          False
187  115.324019  162.772837    1           29         5          False
188  115.888376  164.647014  470          203         5          False
189  116.018900  160.575320  400           73         5          False
190  124.731721  164.606177    9           51         5          False
191  121.793314  163.013310    6           18         5          False
192  122.208875  160.784401    8           46         5          False
193  124.369173  160.827759  543          189         5          False
194  122.405211  164.016902    1           15         5          False
195  122.483579  164.771360  417          252         5          False
196  122.396982  164.508927  483          242         5          False
197  121.936644  160.140052  553          104         5          False
198  121.404143  162.199246  575           91         5          False
199  122.012390  161.164593  585          253         5          False
200  121.100018  161.681610  439          132         5          False
201  120.788251  161.800006  265          194         5          False
202  121.037383  160.465054  305          205         5          False
203  123.646501  160.815904  366          210         5          False
204  123.661163  162.116060  298          210         5          False
205  129.211399  164.567003    4           54         5          False
206  126.301839  162.915212  404          224         5          False
207  125.440878  162.178018    4           23         5          False
208  126.413866  162.126002  469          109         5          False
209  126.076809  163.280234    3           37         5          False
210  128.960022  164.869652    5           55         5          False
211  127.233691  163.965387    9           30         5          False
212  127.277999  164.972732  387          164         5          False
213  134.800295  162.515914  346          102         5          False
214  130.928021  161.165915    1           37         5          False
215  137.671581  163.898696  475          225         5          False
216  138.637273  164.464182  522          209         5          False
217  105.445676  168.968966  326          259         5          False
218  113.320793  166.641439  373          232         5          False
219  117.907750  167.021341  246          240         5          False
220  126.256021  169.352649  296          171         5          False
221  128.095845  167.562701  554          168         5          False
222  127.710202  169.862461  200          161         5          False
223  133.806832  167.522751    5           39         5          False
224  131.511445  168.950897  473          193         5          False
225  130.796223  165.623860  404           95         5          False
226  139.029193  168.145815    3           45         5          False
227  113.775365  174.633175  343          111         5          False
228  110.414888  171.762599    9           19         5          False
229  118.461971  174.696452    4           19         5          False
230  121.931358  171.279641    4           42         5          False
231  128.511548  173.398664    4           28         5          False
232  126.800412  173.754252  264           81         5          False
233  133.886804  171.523866    4           32         5          False
234  130.888693  173.202866    6           59         5          False
235  139.412509  172.859101  232          233         5          False
236  135.744668  171.897433  333          119         5          False
237  105.507396  177.560582  267           96         5          False
238  115.653170  178.989406  556          210         5          False
239  124.847548  175.360191    7           20         5          False
240  125.789762  176.611338    2           22         5          False
241  134.637479  175.969756  273          137         5          False
242  136.064402  176.267391    1           17         5          False
243  142.573871  176.018075  431          269         5          False
244  143.514013  179.198299    6           47         5          False
245  140.182687  179.984928  274          233         5          False
246  102.208582  181.680517    7           32         5          False
247  124.979518  180.608324  320          216         5          False
248  143.519032  183.263410    6           41         5          False
249  174.979600  182.514871  436          213         5          False
250  110.996142  186.182877    6           19         5          False
251  121.646973  186.501592  580          206         5          False
252  136.154854  194.589545  230           98         5          False
253  120.713909  164.272886    2           30         4          False
254  124.205309  164.443022  510          264         4          False
255  124.153241  160.430566  319          223         4          False
256  124.277250  164.775910    9           48         4          False
257  119.198161  161.768399  236          109         4          False
258  119.457705  161.073031    1           33         4          False
259  117.920268  162.520891    7           28         4          False
260  190.286416  103.547173  504          260         6          False
261  120.993433  108.965588  335          197         6          False
262  151.207055  105.544665    4           51         6          False
263  116.843230  114.022885  460          236         5          False
264  117.647059  112.417660    3           15         5          False
265  124.519451  111.998535    9           24         6          False
266  125.025436  112.552942  300          227         5          False
267  134.533588  113.241883  586          248         6          False
268   98.898076  118.103706  463          254         6          False
269  108.526854  116.661037    6           20         6          False
270  118.686144  119.402507    6           58         6          False
271  115.838045  118.372573    4           15         5          False
272  118.302328  118.327887  383          253         6          False
273  115.831701  117.150248  268          222         6          False
274  124.235465  119.865991  439          251         6          False
275  129.827277  118.218138    5           51         5          False
276  149.518806  115.815299  262          111         6          False
277  162.681645  119.742235    5           30         5          False
278  167.819341  115.372942    3           32         5          False
279   83.906914  120.804682    2           58         5          False
280   96.545955  120.355994  471          170         6          False
281   99.499791  124.172945    8           33         5          False
282  122.708413  121.308836    6           29         5          False
283  123.952359  122.337011  535          229         6          False
284  126.015479  122.648297  251          163         5          False
285  126.627135  123.303294    6           41         6          False
286  142.915683  122.948652  516          174         5          False
287  156.957219  123.643639  502          161         6          False
288   96.885662  128.793145  359          191         5          False
289  100.812631  129.613608    4           40         6          False
290  120.292460  127.332389    4           29         5          False
291  132.487022  126.865474    7           36         6          False
292  130.275746  126.094981  376          178         5          False
293  135.105962  125.828937    8           50         5          False
