
 DAY: 1 
              x           y   kg  set_up_time  last_day  yet_postponed
174  137.247775  150.792636    2           42         5          False
175  135.191550  154.052683    5           29         4          False
176  137.438581  152.365391    6           50         5          False
177   90.018413  159.858656  209           66         5          False
178   96.353170  158.681838  438          125         5          False
179   97.183252  156.802524    2           59         4          False
180   96.280090  158.827330    6           19         5          False
181  102.425619  159.202718    7           16         4          False
182  108.345081  158.352172    5           23         4          False
183  113.846489  156.384184    1           20         4          False
184  111.610070  158.186401  521          213         4          False
185  110.383805  158.380467  322          225         4          False
186  113.875240  158.099116  445           72         4          False
187  113.468089  157.010297    2           55         4          False
188  110.792629  158.567882    7           15         5          False
189  112.928649  156.321948  402           82         4          False
190  110.488532  156.170014  576          179         5          False
191  112.741463  155.117231    3           21         4          False
192  114.747583  157.448263    2           44         4          False
193  110.952569  155.484866    7           43         4          False
194  113.842963  156.804124  561           84         4          False
195  110.621549  158.897975    3           33         5          False
196  113.249021  155.555854    5           52         5          False
197  112.269634  157.422669  423          123         5          False
198  114.751250  159.210568  506           86         5          False
199  112.477051  159.437763    4           32         5          False
200  112.745099  158.171431  344          141         5          False
201  114.068517  157.348247    3           57         5          False
202  112.587683  159.895438  218          226         4          False
203  116.392095  159.436607    8           44         4          False
204  119.923689  157.780568  293          137         4          False
205  115.581888  158.187909    3           39         4          False
206  116.031182  156.327212  346          157         4          False
207  118.067869  155.136698  214          173         4          False
208  117.499710  155.689565  321           70         4          False
209  117.973293  158.724322  464           96         4          False
210  117.310300  157.506907  453          117         5          False
211  116.987007  158.349152  224          229         5          False
212  119.187318  156.555448    5           59         5          False
213  118.081279  156.359449  540          233         4          False
214  119.478086  159.664209    1           33         4          False
215  119.005726  159.659554    6           48         5          False
216  115.939484  159.037743    8           52         4          False
217  118.397533  156.749690    5           54         4          False
218  116.822337  155.366727  379          112         5          False
219  119.779280  158.237633    7           20         5          False
220  119.612899  158.903252    1           50         4          False
221  118.857333  159.453644  316          259         5          False
222  117.221373  157.458761    1           25         5          False
223  119.941937  157.204020  272          266         5          False
224  117.367111  158.722397  574          244         4          False
225  115.130590  157.119747    7           30         5          False
226  115.973006  157.325230  482          147         4          False
227  115.093360  156.324462    7           16         4          False
228  117.376693  158.716604  283          168         5          False
229  117.237488  156.093401  238          106         4          False
230  118.653658  157.477687    5           26         5          False
231  118.130965  155.356231    7           18         4          False
232  124.914097  155.504163  540          260         4          False
233  121.700046  155.203089    5           35         4          False
234  120.380950  156.606554  297           60         4          False
235  123.820807  158.590256    1           23         4          False
236  120.966179  156.364146  467          161         4          False
237  120.615972  156.328124  576          236         4          False
238  123.584383  156.816166    1           25         4          False
239  124.810897  156.535961  229          197         5          False
240  124.736794  159.712435  351           72         5          False
241  120.863426  159.530513  350          130         5          False
242  121.664610  159.502355    5           40         5          False
243  124.606428  155.695662  396          135         5          False
244  122.817547  157.703781    3           18         5          False
245  123.305635  155.243131    2           29         5          False
246  124.167753  159.454025  505          151         5          False
247  122.319229  157.426731  298          196         4          False
248  120.989559  159.854429  573           88         4          False
249  122.932263  155.637731    7           54         4          False
250  125.820624  156.642863  270          133         4          False
251  125.787920  157.323568  571           67         5          False
252  128.850978  158.663586  483          131         4          False
253  125.143478  158.219986    1           40         4          False
254  126.279932  157.207138    9           43         4          False
255  127.757745  156.016903  222          188         4          False
256  129.717997  159.189637  254          159         4          False
257  127.161615  158.652855    7           49         5          False
258  128.683174  159.663723    5           39         4          False
259  128.116200  155.221973    7           55         4          False
260  126.295389  156.138782    8           48         4          False
261  129.172851  155.404664  242          240         5          False
262  129.031191  159.416299    5           51         4          False
263  125.268311  158.126479    1           15         5          False
264  127.161845  159.983882    1           17         4          False
265  126.184473  159.463140    5           58         5          False
266  125.866957  159.027328    9           18         5          False
267  134.131016  158.903455    6           31         4          False
268  133.163631  155.890690  485           78         5          False
269  131.292936  155.057270    6           28         5          False
270  134.285350  157.730242    6           58         4          False
271  133.270618  159.892997  472          253         5          False
272  134.222517  157.765316    9           33         4          False
273  131.215439  156.475644    7           15         4          False
274   71.500838  164.597472    7           16         4          False
275  102.655683  162.625824  561          250         5          False
276  102.674389  164.717434  567          103         5          False
277  101.671859  162.760846  594           97         5          False
278  107.976774  162.636987  488          107         4          False
279  115.104693  162.169075    7           21         4          False
280  118.403379  163.797307    3           58         4          False
281  115.083360  160.359031    5           18         4          False
282  117.247745  160.606552    6           32         5          False
283  118.552289  160.569621  557          259         4          False
284  116.779837  164.769572  463          259         5          False
285  115.529471  164.530318  307           80         5          False
286  118.735432  160.181719    2           28         5          False
287  116.961233  162.368883    8           16         5          False
288  119.151978  160.813499  263           80         4          False
289  119.752465  160.367131  568          191         5          False
290  115.031266  163.562763    9           47         4          False
291  117.106105  160.604808  405          250         4          False
292  116.489932  164.042733  451          106         4          False
293  119.062138  162.080080  522          259         5          False
294  119.139707  161.079815  441           93         4          False
295  123.581702  161.173222  239          256         4          False
296  120.353304  164.404949    5           32         4          False
297  123.312962  164.962713  316          170         4          False
298  122.766100  163.185617  534          232         5          False
299  123.381874  163.079039  261          155         5          False
300  120.713854  160.253370    3           50         4          False
301  124.588038  163.951602    9           21         5          False
302  120.197596  163.686651  462          241         4          False
303  123.322209  164.162344    4           33         4          False
304  120.336701  160.236057  372          152         5          False
305  121.437700  164.123462    2           21         5          False
306  121.103389  164.982868    3           30         5          False
307  122.010172  161.272081    9           19         4          False
308  122.884612  161.831706  383          183         5          False
309  121.925702  164.423079  279          253         5          False
310  120.435228  164.099093    4           56         4          False
311  124.075548  161.180751    3           15         4          False
312  120.974700  163.145995    9           37         4          False
313  120.551093  160.085411  294          256         5          False
314  122.241307  163.787479  424           90         5          False
315  121.105144  164.832228  281          246         5          False
316  128.457795  162.875817    4           28         4          False
317  125.786421  162.113147    2           24         5          False
318  129.712470  162.266041    7           36         5          False
319  127.880179  160.842466  441           89         5          False
320  125.461272  160.353563  584          120         5          False
321  126.378178  162.470692    2           30         4          False
322  125.958019  163.407037  222           90         5          False
323  128.743039  162.088656  502           86         4          False
324  127.959225  164.565811  345          210         5          False
325  126.440560  161.389334  458          174         4          False
326  126.899620  164.081712  458          209         4          False
327  131.279143  163.158786  573          262         4          False
328  134.734625  161.573941  222           68         4          False
329  131.265417  161.227817    3           57         4          False
330  132.547930  160.246927  262          222         4          False
331  131.186988  160.666412    1           57         4          False
332  133.527156  162.733447  387          215         5          False
333  135.270960  162.278321  339          194         5          False
334  139.401215  160.010540    6           31         4          False
335  137.914049  163.593882    2           57         5          False
336  138.945761  163.227359    7           38         4          False
337  142.958255  163.579452    5           39         5          False
338  147.626332  161.037565    8           55         4          False
339  104.633808  169.880656    5           54         5          False
340  109.416172  166.052939  504           64         4          False
341  113.045261  165.713912    1           16         4          False
342  117.888459  168.162736  314          246         5          False
343  118.474795  169.730243    7           36         4          False
344  124.463326  165.607113    3           21         4          False
345  122.261380  165.336285    8           57         4          False
346  124.171016  169.328757    3           21         5          False
347  120.792994  165.545818  351          219         4          False
348  121.597210  168.459457  530          100         5          False
349  125.872317  165.019923    4           43         5          False
350  125.294448  165.929533  290          108         4          False
351  129.305566  169.559246    3           17         5          False
352  126.074243  167.643827    7           54         5          False
353  132.589468  168.576453  311          112         5          False
354  132.075309  166.573870    1           56         5          False
355  134.077413  167.758424    7           30         5          False
356  132.383746  166.082658    2           22         5          False
357  133.040229  168.705627    2           58         5          False
358  133.068966  168.669677  344           85         4          False
359  139.683995  166.786394  450           75         4          False
360  139.131269  168.111182  521          217         5          False
361  136.063586  165.509696  534          222         4          False
362  144.230639  167.637980  403           65         4          False
363   98.164695  174.035224    6           40         4          False
364  105.346840  173.359600  546          159         4          False
365  112.516740  172.472588    9           27         4          False
366  110.480556  174.560871  248          187         4          False
367  117.181464  174.881565    6           46         4          False
368  117.156875  170.102928    5           16         4          False
369  117.298789  174.997126  310          231         4          False
370  125.609410  172.449026    8           24         4          False
371  125.468207  173.924724    7           27         4          False
372  134.192657  170.307335    6           22         5          False
373  131.360123  172.848694    5           28         4          False
374  133.040662  174.246632  291          231         5          False
375  136.500930  170.372710  366          141         4          False
376  142.899409  170.791411  239          265         5          False
377   97.296291  175.869924    7           30         5          False
378  107.797793  178.741894    6           23         4          False
379  107.535527  179.639100    2           40         4          False
380  113.858442  179.119019    7           49         5          False
381  120.905379  177.251129  358          173         5          False
382  121.079144  177.366191  211          260         4          False
383  120.153290  176.875613    6           31         5          False
384  143.902549  177.642686  397           99         5          False
385  104.939276  181.579096    4           19         5          False
386  100.350122  180.399491  428          106         5          False
387  114.168763  181.380865  512           77         4          False
388  126.787551  184.602006  380          201         4          False
389  125.171235  180.023303    5           18         5          False
390  125.542643  183.409508    4           38         5          False
391  127.223591  180.688976  235          194         5          False
392  131.504076  182.994491    4           21         4          False
393  140.734036  180.740489  443          155         5          False
394  110.501929  188.565412  480          125         5          False
395  121.409515  187.027196  533          230         4          False
396   89.312407  191.303515  441          228         4          False
397  126.872082  193.420687  321          109         4          False
398  180.013603  191.445432  230          170         5          False
399  129.003074  197.323386  560          215         5          False
